Time Started : 2024-07-31 09:03:17.8276

00:00:08.031 - Paris.Engine.Context.ContextManager.LoadContext : INFO | Loading context 'Paris.Game.Menu.LogoScreen, TMNT, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null'
00:00:08.035 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Info][LogEOS] Updating Platform SDK Config, Time: 7.144545
00:00:08.077 - Paris.Engine.Context.ContextManager.LoadContext : INFO | Loading time : 00:00:00.0453709 - Paris.Game.Menu.LogoScreen, TMNT, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: invalid HTTP response code received. URL: https://api.epicgames.dev/sdk/v1/default?platformId=WIN, HTTP code: 0, content length: 0, actual payload size: 0
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: request failed, libcurl error: 7 (Couldn't connect to server)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 0 (  Trying 100.28.187.180...)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 1 (TCP_NODELAY set)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 2 (Immediate connect fail for 100.28.187.180: Connection refused)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 3 (  Trying 52.54.91.187...)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 4 (TCP_NODELAY set)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 5 (Immediate connect fail for 52.54.91.187: Connection refused)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 6 (  Trying 54.81.51.17...)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 7 (TCP_NODELAY set)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 8 (Immediate connect fail for 54.81.51.17: Connection refused)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 9 (  Trying 18.233.60.2...)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 10 (TCP_NODELAY set)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 11 (Immediate connect fail for 18.233.60.2: Connection refused)
